Newton_method Runge_Kutta Analytical_solution
0.558029 0.558047 0.558047
0.55816 0.558178 0.558178
0.558291 0.558309 0.558309
0.558422 0.55844 0.55844
0.558553 0.558571 0.558571
0.558685 0.558702 0.558702
0.558816 0.558834 0.558834
0.558947 0.558965 0.558965
0.559078 0.559096 0.559096
0.55921 0.559227 0.559227
0.559341 0.559359 0.559359
0.559472 0.55949 0.55949
0.559603 0.559621 0.559621
0.559735 0.559753 0.559753
0.559866 0.559884 0.559884
0.559997 0.560015 0.560015
0.560129 0.560147 0.560147
0.56026 0.560278 0.560278
0.560392 0.560409 0.560409
0.560523 0.560541 0.560541
0.560654 0.560672 0.560672
0.560786 0.560804 0.560804
0.560917 0.560935 0.560935
0.561049 0.561067 0.561067
0.56118 0.561198 0.561198
0.561312 0.56133 0.56133
0.561443 0.561461 0.561461
0.561575 0.561593 0.561593
0.561706 0.561724 0.561724
0.561838 0.561856 0.561856
0.561969 0.561987 0.561987
0.562101 0.562119 0.562119
0.562233 0.562251 0.562251
0.562364 0.562382 0.562382
0.562496 0.562514 0.562514
0.562627 0.562646 0.562646
0.562759 0.562777 0.562777
0.562891 0.562909 0.562909
0.563022 0.563041 0.563041
0.563154 0.563172 0.563172
0.563286 0.563304 0.563304
0.563418 0.563436 0.563436
0.563549 0.563567 0.563567
0.563681 0.563699 0.563699
0.563813 0.563831 0.563831
0.563945 0.563963 0.563963
0.564076 0.564095 0.564095
0.564208 0.564226 0.564226
0.56434 0.564358 0.564358
0.564472 0.56449 0.56449
0.564604 0.564622 0.564622
0.564736 0.564754 0.564754
0.564868 0.564886 0.564886
0.564999 0.565018 0.565018
0.565131 0.56515 0.56515
0.565263 0.565282 0.565282
0.565395 0.565414 0.565414
0.565527 0.565546 0.565546
0.565659 0.565678 0.565678
0.565791 0.56581 0.56581
0.565923 0.565942 0.565942
0.566055 0.566074 0.566074
0.566187 0.566206 0.566206
0.566319 0.566338 0.566338
0.566451 0.56647 0.56647
0.566584 0.566602 0.566602
0.566716 0.566734 0.566734
0.566848 0.566866 0.566866
0.56698 0.566998 0.566998
0.567112 0.56713 0.56713
0.567244 0.567263 0.567263
0.567376 0.567395 0.567395
0.567509 0.567527 0.567527
0.567641 0.567659 0.567659
0.567773 0.567791 0.567791
0.567905 0.567924 0.567924
0.568037 0.568056 0.568056
0.56817 0.568188 0.568188
0.568302 0.568321 0.568321
0.568434 0.568453 0.568453
0.568567 0.568585 0.568585
0.568699 0.568718 0.568718
0.568831 0.56885 0.56885
0.568964 0.568982 0.568982
0.569096 0.569115 0.569115
0.569228 0.569247 0.569247
0.569361 0.569379 0.569379
0.569493 0.569512 0.569512
0.569626 0.569644 0.569644
0.569758 0.569777 0.569777
0.569891 0.569909 0.569909
0.570023 0.570042 0.570042
0.570156 0.570174 0.570174
0.570288 0.570307 0.570307
0.570421 0.570439 0.570439
0.570553 0.570572 0.570572
0.570686 0.570704 0.570704
0.570818 0.570837 0.570837
0.570951 0.57097 0.57097
0.571083 0.571102 0.571102
0.571216 0.571235 0.571235
0.571349 0.571367 0.571367
0.571481 0.5715 0.5715
0.571614 0.571633 0.571633
0.571747 0.571765 0.571765
0.571879 0.571898 0.571898
0.572012 0.572031 0.572031
0.572145 0.572164 0.572164
0.572277 0.572296 0.572296
0.57241 0.572429 0.572429
0.572543 0.572562 0.572562
0.572676 0.572695 0.572695
0.572809 0.572827 0.572827
0.572941 0.57296 0.57296
0.573074 0.573093 0.573093
0.573207 0.573226 0.573226
0.57334 0.573359 0.573359
0.573473 0.573492 0.573492
0.573606 0.573625 0.573625
0.573739 0.573757 0.573757
0.573871 0.57389 0.57389
0.574004 0.574023 0.574023
0.574137 0.574156 0.574156
0.57427 0.574289 0.574289
0.574403 0.574422 0.574422
0.574536 0.574555 0.574555
0.574669 0.574688 0.574688
0.574802 0.574821 0.574821
0.574935 0.574954 0.574954
0.575068 0.575087 0.575087
0.575202 0.575221 0.575221
0.575335 0.575354 0.575354
0.575468 0.575487 0.575487
0.575601 0.57562 0.57562
0.575734 0.575753 0.575753
0.575867 0.575886 0.575886
0.576 0.576019 0.576019
0.576133 0.576153 0.576153
0.576267 0.576286 0.576286
0.5764 0.576419 0.576419
0.576533 0.576552 0.576552
0.576666 0.576685 0.576685
0.5768 0.576819 0.576819
0.576933 0.576952 0.576952
0.577066 0.577085 0.577085
0.577199 0.577219 0.577219
0.577333 0.577352 0.577352
0.577466 0.577485 0.577485
0.577599 0.577619 0.577619
0.577733 0.577752 0.577752
0.577866 0.577885 0.577885
0.578 0.578019 0.578019
0.578133 0.578152 0.578152
0.578266 0.578286 0.578286
0.5784 0.578419 0.578419
0.578533 0.578553 0.578553
0.578667 0.578686 0.578686
0.5788 0.57882 0.57882
0.578934 0.578953 0.578953
0.579067 0.579087 0.579087
0.579201 0.57922 0.57922
0.579334 0.579354 0.579354
0.579468 0.579487 0.579487
0.579601 0.579621 0.579621
0.579735 0.579754 0.579754
0.579869 0.579888 0.579888
0.580002 0.580022 0.580022
0.580136 0.580155 0.580155
0.58027 0.580289 0.580289
0.580403 0.580423 0.580423
0.580537 0.580556 0.580556
0.580671 0.58069 0.58069
0.580804 0.580824 0.580824
0.580938 0.580958 0.580958
0.581072 0.581091 0.581091
0.581206 0.581225 0.581225
0.581339 0.581359 0.581359
0.581473 0.581493 0.581493
0.581607 0.581626 0.581626
0.581741 0.58176 0.58176
0.581875 0.581894 0.581894
0.582009 0.582028 0.582028
0.582142 0.582162 0.582162
0.582276 0.582296 0.582296
0.58241 0.58243 0.58243
0.582544 0.582564 0.582564
0.582678 0.582698 0.582698
0.582812 0.582832 0.582832
0.582946 0.582966 0.582966
0.58308 0.5831 0.5831
0.583214 0.583234 0.583234
0.583348 0.583368 0.583368
0.583482 0.583502 0.583502
0.583616 0.583636 0.583636
0.58375 0.58377 0.58377
0.583884 0.583904 0.583904
0.584018 0.584038 0.584038
0.584152 0.584172 0.584172
0.584286 0.584306 0.584306
0.584421 0.58444 0.58444
0.584555 0.584575 0.584575
0.584689 0.584709 0.584709
0.584823 0.584843 0.584843
0.584957 0.584977 0.584977
0.585092 0.585111 0.585111
0.585226 0.585246 0.585246
0.58536 0.58538 0.58538
0.585494 0.585514 0.585514
0.585629 0.585648 0.585648
0.585763 0.585783 0.585783
0.585897 0.585917 0.585917
0.586032 0.586051 0.586051
0.586166 0.586186 0.586186
0.5863 0.58632 0.58632
0.586435 0.586454 0.586454
0.586569 0.586589 0.586589
0.586703 0.586723 0.586723
0.586838 0.586858 0.586858
0.586972 0.586992 0.586992
0.587107 0.587127 0.587127
0.587241 0.587261 0.587261
0.587376 0.587396 0.587396
0.58751 0.58753 0.58753
0.587645 0.587665 0.587665
0.587779 0.587799 0.587799
0.587914 0.587934 0.587934
0.588048 0.588068 0.588068
0.588183 0.588203 0.588203
0.588318 0.588338 0.588338
0.588452 0.588472 0.588472
0.588587 0.588607 0.588607
0.588721 0.588741 0.588741
0.588856 0.588876 0.588876
0.588991 0.589011 0.589011
0.589125 0.589145 0.589145
0.58926 0.58928 0.58928
0.589395 0.589415 0.589415
0.58953 0.58955 0.58955
0.589664 0.589684 0.589684
0.589799 0.589819 0.589819
0.589934 0.589954 0.589954
0.590069 0.590089 0.590089
0.590204 0.590224 0.590224
0.590338 0.590359 0.590359
0.590473 0.590493 0.590493
0.590608 0.590628 0.590628
0.590743 0.590763 0.590763
0.590878 0.590898 0.590898
0.591013 0.591033 0.591033
0.591148 0.591168 0.591168
0.591283 0.591303 0.591303
0.591418 0.591438 0.591438
0.591553 0.591573 0.591573
0.591688 0.591708 0.591708
0.591823 0.591843 0.591843
0.591958 0.591978 0.591978
0.592093 0.592113 0.592113
0.592228 0.592248 0.592248
0.592363 0.592383 0.592383
0.592498 0.592518 0.592518
0.592633 0.592653 0.592653
0.592768 0.592788 0.592788
0.592903 0.592924 0.592924
0.593038 0.593059 0.593059
0.593174 0.593194 0.593194
0.593309 0.593329 0.593329
0.593444 0.593464 0.593464
0.593579 0.5936 0.5936
0.593714 0.593735 0.593735
0.59385 0.59387 0.59387
0.593985 0.594005 0.594005
0.59412 0.594141 0.594141
0.594255 0.594276 0.594276
0.594391 0.594411 0.594411
0.594526 0.594547 0.594547
0.594661 0.594682 0.594682
0.594797 0.594817 0.594817
0.594932 0.594953 0.594953
0.595068 0.595088 0.595088
0.595203 0.595224 0.595224
0.595338 0.595359 0.595359
0.595474 0.595494 0.595494
0.595609 0.59563 0.59563
0.595745 0.595765 0.595765
0.59588 0.595901 0.595901
0.596016 0.596036 0.596036
0.596151 0.596172 0.596172
0.596287 0.596307 0.596307
0.596422 0.596443 0.596443
0.596558 0.596579 0.596579
0.596694 0.596714 0.596714
0.596829 0.59685 0.59685
0.596965 0.596985 0.596985
0.5971 0.597121 0.597121
0.597236 0.597257 0.597257
0.597372 0.597392 0.597392
0.597507 0.597528 0.597528
0.597643 0.597664 0.597664
0.597779 0.5978 0.5978
0.597915 0.597935 0.597935
0.59805 0.598071 0.598071
0.598186 0.598207 0.598207
0.598322 0.598343 0.598343
0.598458 0.598479 0.598479
0.598594 0.598614 0.598614
0.598729 0.59875 0.59875
0.598865 0.598886 0.598886
0.599001 0.599022 0.599022
0.599137 0.599158 0.599158
0.599273 0.599294 0.599294
0.599409 0.59943 0.59943
0.599545 0.599566 0.599566
0.599681 0.599702 0.599702
0.599817 0.599837 0.599837
0.599953 0.599973 0.599973
0.600089 0.600109 0.600109
0.600225 0.600246 0.600246
0.600361 0.600382 0.600382
0.600497 0.600518 0.600518
0.600633 0.600654 0.600654
0.600769 0.60079 0.60079
0.600905 0.600926 0.600926
0.601041 0.601062 0.601062
0.601177 0.601198 0.601198
0.601313 0.601334 0.601334
0.601449 0.60147 0.60147
0.601586 0.601607 0.601607
0.601722 0.601743 0.601743
0.601858 0.601879 0.601879
0.601994 0.602015 0.602015
0.60213 0.602152 0.602152
0.602267 0.602288 0.602288
0.602403 0.602424 0.602424
0.602539 0.60256 0.60256
0.602676 0.602697 0.602697
0.602812 0.602833 0.602833
0.602948 0.602969 0.602969
0.603085 0.603106 0.603106
0.603221 0.603242 0.603242
0.603357 0.603379 0.603379
0.603494 0.603515 0.603515
0.60363 0.603651 0.603651
0.603767 0.603788 0.603788
0.603903 0.603924 0.603924
0.60404 0.604061 0.604061
0.604176 0.604197 0.604197
0.604313 0.604334 0.604334
0.604449 0.60447 0.60447
0.604586 0.604607 0.604607
0.604722 0.604743 0.604743
0.604859 0.60488 0.60488
0.604995 0.605017 0.605017
0.605132 0.605153 0.605153
0.605268 0.60529 0.60529
0.605405 0.605426 0.605426
0.605542 0.605563 0.605563
0.605678 0.6057 0.6057
0.605815 0.605837 0.605837
0.605952 0.605973 0.605973
0.606089 0.60611 0.60611
0.606225 0.606247 0.606247
0.606362 0.606383 0.606383
0.606499 0.60652 0.60652
0.606636 0.606657 0.606657
0.606772 0.606794 0.606794
0.606909 0.606931 0.606931
0.607046 0.607068 0.607068
0.607183 0.607204 0.607204
0.60732 0.607341 0.607341
0.607457 0.607478 0.607478
0.607594 0.607615 0.607615
0.60773 0.607752 0.607752
0.607867 0.607889 0.607889
0.608004 0.608026 0.608026
0.608141 0.608163 0.608163
0.608278 0.6083 0.6083
0.608415 0.608437 0.608437
0.608552 0.608574 0.608574
0.608689 0.608711 0.608711
0.608826 0.608848 0.608848
0.608963 0.608985 0.608985
0.609101 0.609122 0.609122
0.609238 0.609259 0.609259
0.609375 0.609396 0.609396
0.609512 0.609534 0.609534
0.609649 0.609671 0.609671
0.609786 0.609808 0.609808
0.609923 0.609945 0.609945
0.610061 0.610082 0.610082
0.610198 0.61022 0.61022
0.610335 0.610357 0.610357
0.610472 0.610494 0.610494
0.61061 0.610631 0.610631
0.610747 0.610769 0.610769
0.610884 0.610906 0.610906
0.611021 0.611043 0.611043
0.611159 0.611181 0.611181
0.611296 0.611318 0.611318
0.611434 0.611455 0.611455
0.611571 0.611593 0.611593
0.611708 0.61173 0.61173
0.611846 0.611868 0.611868
0.611983 0.612005 0.612005
0.612121 0.612142 0.612142
0.612258 0.61228 0.61228
0.612396 0.612417 0.612417
0.612533 0.612555 0.612555
0.612671 0.612693 0.612693
0.612808 0.61283 0.61283
0.612946 0.612968 0.612968
0.613083 0.613105 0.613105
0.613221 0.613243 0.613243
0.613358 0.61338 0.61338
0.613496 0.613518 0.613518
0.613634 0.613656 0.613656
0.613771 0.613793 0.613793
0.613909 0.613931 0.613931
0.614047 0.614069 0.614069
0.614184 0.614206 0.614206
0.614322 0.614344 0.614344
0.61446 0.614482 0.614482
0.614598 0.61462 0.61462
0.614735 0.614758 0.614758
0.614873 0.614895 0.614895
0.615011 0.615033 0.615033
0.615149 0.615171 0.615171
0.615287 0.615309 0.615309
0.615425 0.615447 0.615447
0.615562 0.615585 0.615585
0.6157 0.615722 0.615722
0.615838 0.61586 0.61586
0.615976 0.615998 0.615998
0.616114 0.616136 0.616136
0.616252 0.616274 0.616274
0.61639 0.616412 0.616412
0.616528 0.61655 0.61655
0.616666 0.616688 0.616688
0.616804 0.616826 0.616826
0.616942 0.616964 0.616964
0.61708 0.617102 0.617102
0.617218 0.617241 0.617241
0.617356 0.617379 0.617379
0.617494 0.617517 0.617517
0.617633 0.617655 0.617655
0.617771 0.617793 0.617793
0.617909 0.617931 0.617931
0.618047 0.618069 0.618069
0.618185 0.618208 0.618208
0.618323 0.618346 0.618346
0.618462 0.618484 0.618484
0.6186 0.618622 0.618622
0.618738 0.618761 0.618761
0.618877 0.618899 0.618899
0.619015 0.619037 0.619037
0.619153 0.619176 0.619176
0.619291 0.619314 0.619314
0.61943 0.619452 0.619452
0.619568 0.619591 0.619591
0.619707 0.619729 0.619729
0.619845 0.619867 0.619867
0.619983 0.620006 0.620006
0.620122 0.620144 0.620144
0.62026 0.620283 0.620283
0.620399 0.620421 0.620421
0.620537 0.62056 0.62056
0.620676 0.620698 0.620698
0.620814 0.620837 0.620837
0.620953 0.620975 0.620975
0.621091 0.621114 0.621114
0.62123 0.621253 0.621253
0.621369 0.621391 0.621391
0.621507 0.62153 0.62153
0.621646 0.621668 0.621668
0.621784 0.621807 0.621807
0.621923 0.621946 0.621946
0.622062 0.622084 0.622084
0.6222 0.622223 0.622223
0.622339 0.622362 0.622362
0.622478 0.622501 0.622501
0.622617 0.622639 0.622639
0.622755 0.622778 0.622778
0.622894 0.622917 0.622917
0.623033 0.623056 0.623056
0.623172 0.623195 0.623195
0.623311 0.623333 0.623333
0.62345 0.623472 0.623472
0.623588 0.623611 0.623611
0.623727 0.62375 0.62375
0.623866 0.623889 0.623889
0.624005 0.624028 0.624028
0.624144 0.624167 0.624167
0.624283 0.624306 0.624306
0.624422 0.624445 0.624445
0.624561 0.624584 0.624584
0.6247 0.624723 0.624723
0.624839 0.624862 0.624862
0.624978 0.625001 0.625001
0.625117 0.62514 0.62514
0.625256 0.625279 0.625279
0.625395 0.625418 0.625418
0.625534 0.625557 0.625557
0.625673 0.625696 0.625696
0.625813 0.625836 0.625836
0.625952 0.625975 0.625975
0.626091 0.626114 0.626114
0.62623 0.626253 0.626253
0.626369 0.626392 0.626392
0.626509 0.626532 0.626532
0.626648 0.626671 0.626671
0.626787 0.62681 0.62681
0.626926 0.62695 0.62695
0.627066 0.627089 0.627089
0.627205 0.627228 0.627228
0.627344 0.627368 0.627368
0.627484 0.627507 0.627507
0.627623 0.627646 0.627646
0.627763 0.627786 0.627786
0.627902 0.627925 0.627925
0.628041 0.628065 0.628065
0.628181 0.628204 0.628204
0.62832 0.628343 0.628343
0.62846 0.628483 0.628483
0.628599 0.628622 0.628622
0.628739 0.628762 0.628762
0.628878 0.628902 0.628902
0.629018 0.629041 0.629041
0.629157 0.629181 0.629181
0.629297 0.62932 0.62932
0.629437 0.62946 0.62946
0.629576 0.6296 0.6296
0.629716 0.629739 0.629739
0.629856 0.629879 0.629879
0.629995 0.630019 0.630019
0.630135 0.630158 0.630158
0.630275 0.630298 0.630298
0.630414 0.630438 0.630438
0.630554 0.630577 0.630577
0.630694 0.630717 0.630717
0.630834 0.630857 0.630857
0.630973 0.630997 0.630997
0.631113 0.631137 0.631137
0.631253 0.631276 0.631276
0.631393 0.631416 0.631416
0.631533 0.631556 0.631556
0.631673 0.631696 0.631696
0.631813 0.631836 0.631836
0.631952 0.631976 0.631976
0.632092 0.632116 0.632116
0.632232 0.632256 0.632256
0.632372 0.632396 0.632396
0.632512 0.632536 0.632536
0.632652 0.632676 0.632676
0.632792 0.632816 0.632816
0.632932 0.632956 0.632956
0.633072 0.633096 0.633096
0.633212 0.633236 0.633236
0.633353 0.633376 0.633376
0.633493 0.633516 0.633516
0.633633 0.633656 0.633656
0.633773 0.633797 0.633797
0.633913 0.633937 0.633937
0.634053 0.634077 0.634077
0.634194 0.634217 0.634217
0.634334 0.634357 0.634357
0.634474 0.634498 0.634498
0.634614 0.634638 0.634638
0.634755 0.634778 0.634778
0.634895 0.634919 0.634919
0.635035 0.635059 0.635059
0.635175 0.635199 0.635199
0.635316 0.63534 0.63534
0.635456 0.63548 0.63548
0.635597 0.63562 0.63562
0.635737 0.635761 0.635761
0.635877 0.635901 0.635901
0.636018 0.636042 0.636042
0.636158 0.636182 0.636182
0.636299 0.636323 0.636323
0.636439 0.636463 0.636463
0.63658 0.636604 0.636604
0.63672 0.636744 0.636744
0.636861 0.636885 0.636885
0.637001 0.637025 0.637025
0.637142 0.637166 0.637166
0.637282 0.637306 0.637306
0.637423 0.637447 0.637447
0.637564 0.637588 0.637588
0.637704 0.637728 0.637728
0.637845 0.637869 0.637869
0.637986 0.63801 0.63801
0.638126 0.63815 0.63815
0.638267 0.638291 0.638291
0.638408 0.638432 0.638432
0.638549 0.638573 0.638573
0.638689 0.638714 0.638714
0.63883 0.638854 0.638854
0.638971 0.638995 0.638995
0.639112 0.639136 0.639136
0.639253 0.639277 0.639277
0.639394 0.639418 0.639418
0.639534 0.639559 0.639559
0.639675 0.6397 0.6397
0.639816 0.63984 0.63984
0.639957 0.639981 0.639981
0.640098 0.640122 0.640122
0.640239 0.640263 0.640263
0.64038 0.640404 0.640404
0.640521 0.640545 0.640545
0.640662 0.640686 0.640686
0.640803 0.640827 0.640827
0.640944 0.640969 0.640969
0.641085 0.64111 0.64111
0.641226 0.641251 0.641251
0.641368 0.641392 0.641392
0.641509 0.641533 0.641533
0.64165 0.641674 0.641674
0.641791 0.641815 0.641815
0.641932 0.641957 0.641957
0.642073 0.642098 0.642098
0.642215 0.642239 0.642239
0.642356 0.64238 0.64238
0.642497 0.642522 0.642522
0.642638 0.642663 0.642663
0.64278 0.642804 0.642804
0.642921 0.642946 0.642946
0.643062 0.643087 0.643087
0.643204 0.643228 0.643228
0.643345 0.64337 0.64337
0.643487 0.643511 0.643511
0.643628 0.643652 0.643652
0.643769 0.643794 0.643794
0.643911 0.643935 0.643935
0.644052 0.644077 0.644077
0.644194 0.644218 0.644218
0.644335 0.64436 0.64436
0.644477 0.644501 0.644501
0.644618 0.644643 0.644643
0.64476 0.644784 0.644784
0.644901 0.644926 0.644926
0.645043 0.645068 0.645068
0.645185 0.645209 0.645209
0.645326 0.645351 0.645351
0.645468 0.645493 0.645493
0.64561 0.645634 0.645634
0.645751 0.645776 0.645776
0.645893 0.645918 0.645918
0.646035 0.646059 0.646059
0.646176 0.646201 0.646201
0.646318 0.646343 0.646343
0.64646 0.646485 0.646485
0.646602 0.646626 0.646626
0.646743 0.646768 0.646768
0.646885 0.64691 0.64691
0.647027 0.647052 0.647052
0.647169 0.647194 0.647194
0.647311 0.647336 0.647336
0.647453 0.647478 0.647478
0.647595 0.64762 0.64762
0.647737 0.647762 0.647762
0.647879 0.647904 0.647904
0.648021 0.648045 0.648045
0.648163 0.648188 0.648188
0.648305 0.64833 0.64833
0.648447 0.648472 0.648472
0.648589 0.648614 0.648614
0.648731 0.648756 0.648756
0.648873 0.648898 0.648898
0.649015 0.64904 0.64904
0.649157 0.649182 0.649182
0.649299 0.649324 0.649324
0.649441 0.649466 0.649466
0.649584 0.649609 0.649609
0.649726 0.649751 0.649751
0.649868 0.649893 0.649893
0.65001 0.650035 0.650035
0.650152 0.650178 0.650178
0.650295 0.65032 0.65032
0.650437 0.650462 0.650462
0.650579 0.650604 0.650604
0.650722 0.650747 0.650747
0.650864 0.650889 0.650889
0.651006 0.651031 0.651031
0.651149 0.651174 0.651174
0.651291 0.651316 0.651316
0.651434 0.651459 0.651459
0.651576 0.651601 0.651601
0.651718 0.651744 0.651744
0.651861 0.651886 0.651886
0.652003 0.652029 0.652029
0.652146 0.652171 0.652171
0.652288 0.652314 0.652314
0.652431 0.652456 0.652456
0.652574 0.652599 0.652599
0.652716 0.652741 0.652741
0.652859 0.652884 0.652884
0.653001 0.653027 0.653027
0.653144 0.653169 0.653169
0.653287 0.653312 0.653312
0.653429 0.653455 0.653455
0.653572 0.653597 0.653597
0.653715 0.65374 0.65374
0.653857 0.653883 0.653883
0.654 0.654026 0.654026
0.654143 0.654168 0.654168
0.654286 0.654311 0.654311
0.654429 0.654454 0.654454
0.654571 0.654597 0.654597
0.654714 0.65474 0.65474
0.654857 0.654883 0.654883
0.655 0.655026 0.655026
0.655143 0.655168 0.655168
0.655286 0.655311 0.655311
0.655429 0.655454 0.655454
0.655572 0.655597 0.655597
0.655715 0.65574 0.65574
0.655858 0.655883 0.655883
0.656001 0.656026 0.656026
0.656144 0.656169 0.656169
0.656287 0.656312 0.656312
0.65643 0.656456 0.656456
0.656573 0.656599 0.656599
0.656716 0.656742 0.656742
0.656859 0.656885 0.656885
0.657002 0.657028 0.657028
0.657146 0.657171 0.657171
0.657289 0.657314 0.657314
0.657432 0.657458 0.657458
0.657575 0.657601 0.657601
0.657718 0.657744 0.657744
0.657862 0.657887 0.657887
0.658005 0.658031 0.658031
0.658148 0.658174 0.658174
0.658292 0.658317 0.658317
0.658435 0.658461 0.658461
0.658578 0.658604 0.658604
0.658722 0.658747 0.658747
0.658865 0.658891 0.658891
0.659008 0.659034 0.659034
0.659152 0.659178 0.659178
0.659295 0.659321 0.659321
0.659439 0.659465 0.659465
0.659582 0.659608 0.659608
0.659726 0.659752 0.659752
0.659869 0.659895 0.659895
0.660013 0.660039 0.660039
0.660156 0.660182 0.660182
0.6603 0.660326 0.660326
0.660444 0.66047 0.66047
0.660587 0.660613 0.660613
0.660731 0.660757 0.660757
0.660874 0.6609 0.6609
0.661018 0.661044 0.661044
0.661162 0.661188 0.661188
0.661306 0.661332 0.661332
0.661449 0.661475 0.661475
0.661593 0.661619 0.661619
0.661737 0.661763 0.661763
0.661881 0.661907 0.661907
0.662024 0.662051 0.662051
0.662168 0.662194 0.662194
0.662312 0.662338 0.662338
0.662456 0.662482 0.662482
0.6626 0.662626 0.662626
0.662744 0.66277 0.66277
0.662888 0.662914 0.662914
0.663032 0.663058 0.663058
0.663176 0.663202 0.663202
0.66332 0.663346 0.663346
0.663464 0.66349 0.66349
0.663608 0.663634 0.663634
0.663752 0.663778 0.663778
0.663896 0.663922 0.663922
0.66404 0.664066 0.664066
0.664184 0.66421 0.66421
0.664328 0.664354 0.664354
0.664472 0.664498 0.664498
0.664616 0.664643 0.664643
0.66476 0.664787 0.664787
0.664905 0.664931 0.664931
0.665049 0.665075 0.665075
0.665193 0.665219 0.665219
0.665337 0.665364 0.665364
0.665482 0.665508 0.665508
0.665626 0.665652 0.665652
0.66577 0.665797 0.665797
0.665914 0.665941 0.665941
0.666059 0.666085 0.666085
0.666203 0.66623 0.66623
0.666348 0.666374 0.666374
0.666492 0.666518 0.666518
0.666636 0.666663 0.666663
0.666781 0.666807 0.666807
0.666925 0.666952 0.666952
0.66707 0.667096 0.667096
0.667214 0.667241 0.667241
0.667359 0.667385 0.667385
0.667503 0.66753 0.66753
0.667648 0.667674 0.667674
0.667792 0.667819 0.667819
0.667937 0.667964 0.667964
0.668082 0.668108 0.668108
0.668226 0.668253 0.668253
0.668371 0.668398 0.668398
0.668516 0.668542 0.668542
0.66866 0.668687 0.668687
0.668805 0.668832 0.668832
0.66895 0.668976 0.668976
0.669094 0.669121 0.669121
0.669239 0.669266 0.669266
0.669384 0.669411 0.669411
0.669529 0.669556 0.669556
0.669674 0.6697 0.6697
0.669819 0.669845 0.669845
0.669963 0.66999 0.66999
0.670108 0.670135 0.670135
0.670253 0.67028 0.67028
0.670398 0.670425 0.670425
0.670543 0.67057 0.67057
0.670688 0.670715 0.670715
0.670833 0.67086 0.67086
0.670978 0.671005 0.671005
0.671123 0.67115 0.67115
0.671268 0.671295 0.671295
0.671413 0.67144 0.67144
0.671558 0.671585 0.671585
0.671703 0.67173 0.67173
0.671848 0.671875 0.671875
0.671994 0.672021 0.672021
0.672139 0.672166 0.672166
0.672284 0.672311 0.672311
0.672429 0.672456 0.672456
0.672574 0.672601 0.672601
0.67272 0.672747 0.672747
0.672865 0.672892 0.672892
0.67301 0.673037 0.673037
0.673155 0.673182 0.673182
0.673301 0.673328 0.673328
0.673446 0.673473 0.673473
0.673591 0.673619 0.673619
0.673737 0.673764 0.673764
0.673882 0.673909 0.673909
0.674028 0.674055 0.674055
0.674173 0.6742 0.6742
0.674318 0.674346 0.674346
0.674464 0.674491 0.674491
0.674609 0.674637 0.674637
0.674755 0.674782 0.674782
0.6749 0.674928 0.674928
0.675046 0.675073 0.675073
0.675192 0.675219 0.675219
0.675337 0.675364 0.675364
0.675483 0.67551 0.67551
0.675628 0.675656 0.675656
0.675774 0.675801 0.675801
0.67592 0.675947 0.675947
0.676065 0.676093 0.676093
0.676211 0.676238 0.676238
0.676357 0.676384 0.676384
0.676503 0.67653 0.67653
0.676648 0.676676 0.676676
0.676794 0.676822 0.676822
0.67694 0.676967 0.676967
0.677086 0.677113 0.677113
0.677232 0.677259 0.677259
0.677377 0.677405 0.677405
0.677523 0.677551 0.677551
0.677669 0.677697 0.677697
0.677815 0.677843 0.677843
0.677961 0.677989 0.677989
0.678107 0.678135 0.678135
0.678253 0.678281 0.678281
0.678399 0.678427 0.678427
0.678545 0.678573 0.678573
0.678691 0.678719 0.678719
0.678837 0.678865 0.678865
0.678983 0.679011 0.679011
0.679129 0.679157 0.679157
0.679275 0.679303 0.679303
0.679422 0.679449 0.679449
0.679568 0.679595 0.679595
0.679714 0.679742 0.679742
0.67986 0.679888 0.679888
0.680006 0.680034 0.680034
0.680153 0.68018 0.68018
0.680299 0.680327 0.680327
0.680445 0.680473 0.680473
0.680591 0.680619 0.680619
0.680738 0.680766 0.680766
0.680884 0.680912 0.680912
0.68103 0.681058 0.681058
0.681177 0.681205 0.681205
0.681323 0.681351 0.681351
0.68147 0.681498 0.681498
0.681616 0.681644 0.681644
0.681763 0.681791 0.681791
0.681909 0.681937 0.681937
0.682056 0.682084 0.682084
0.682202 0.68223 0.68223
0.682349 0.682377 0.682377
0.682495 0.682523 0.682523
0.682642 0.68267 0.68267
0.682788 0.682816 0.682816
0.682935 0.682963 0.682963
0.683082 0.68311 0.68311
0.683228 0.683256 0.683256
0.683375 0.683403 0.683403
0.683522 0.68355 0.68355
0.683668 0.683696 0.683696
0.683815 0.683843 0.683843
0.683962 0.68399 0.68399
0.684109 0.684137 0.684137
0.684255 0.684284 0.684284
0.684402 0.68443 0.68443
0.684549 0.684577 0.684577
0.684696 0.684724 0.684724
0.684843 0.684871 0.684871
0.68499 0.685018 0.685018
0.685137 0.685165 0.685165
0.685284 0.685312 0.685312
0.685431 0.685459 0.685459
0.685578 0.685606 0.685606
0.685725 0.685753 0.685753
0.685872 0.6859 0.6859
0.686019 0.686047 0.686047
0.686166 0.686194 0.686194
0.686313 0.686341 0.686341
0.68646 0.686488 0.686488
0.686607 0.686635 0.686635
0.686754 0.686783 0.686783
0.686901 0.68693 0.68693
0.687048 0.687077 0.687077
0.687196 0.687224 0.687224
